date,daily_revenue
2023-04-05,7799.31
2023-04-06,6630.25
2023-04-07,7581.06
2023-04-08,5734.43
2023-04-09,5776.6
2023-04-10,7439.31
2023-04-11,7587.38
2023-04-12,7560.69
2023-04-13,8455.08
2023-04-14,7388.64
2023-04-15,6077.72
2023-04-16,5615.15
2023-04-17,7355.7
2023-04-18,8615.37
2023-04-19,7838.14
2023-04-20,7388.03
2023-04-21,7419.74
2023-04-22,5752.25
2023-04-23,6221.29
2023-04-24,7297.74
2023-04-25,6622.12
2023-04-26,7291.4
2023-04-27,7484.9
2023-04-28,7795.51
2023-04-29,5281.04
2023-04-30,5465.32
2023-05-01,7336.69
2023-05-02,7804.54
2023-05-03,6834.66
2023-05-04,7981.29
2023-05-05,7396.22
2023-05-06,5492.05
2023-05-07,5492.35
2023-05-08,7262.36
2023-05-09,7561.0
2023-05-10,7667.84
2023-05-11,7176.84
2023-05-12,7513.59
2023-05-13,5714.67
2023-05-14,5789.68
2023-05-15,7338.13
2023-05-16,6900.83
2023-05-17,7729.07
2023-05-18,7762.65
2023-05-19,8637.9
2023-05-20,5463.8
2023-05-21,5372.41
2023-05-22,8426.77
2023-05-23,8346.5
2023-05-24,7275.78
2023-05-25,8523.39
2023-05-26,7456.01
2023-05-27,5411.27
2023-05-28,6001.61
2023-05-29,7918.25
2023-05-30,6908.06
2023-05-31,7946.25
2023-06-01,7274.9
2023-06-02,8404.3
2023-06-03,5690.73
2023-06-04,4852.47
2023-06-05,8240.8
2023-06-06,8007.47
2023-06-07,7604.98
2023-06-08,7813.01
2023-06-09,7426.71
2023-06-10,5601.68
2023-06-11,5247.15
2023-06-12,8009.58
2023-06-13,7623.92
2023-06-14,7698.97
2023-06-15,7329.5
2023-06-16,7846.47
2023-06-17,5843.03
2023-06-18,5898.62
2023-06-19,7138.71
2023-06-20,7520.45
2023-06-21,7446.5
2023-06-22,8180.66
2023-06-23,7782.32
2023-06-24,5082.94
2023-06-25,5848.76
2023-06-26,7691.79
2023-06-27,8068.32
2023-06-28,8495.73
2023-06-29,7787.1
2023-06-30,7928.15
2023-07-01,6123.86
2023-07-02,5481.41
2023-07-03,7639.9
2023-07-04,7900.07
2023-07-05,7148.45
2023-07-06,7147.68
2023-07-07,7863.43
2023-07-08,5583.65
2023-07-09,5992.97
2023-07-10,8059.26
2023-07-11,6737.47
2023-07-12,7191.31
2023-07-13,8385.03
2023-07-14,7283.15
2023-07-15,5956.87
2023-07-16,5660.47
2023-07-17,7089.8
2023-07-18,7392.7300000000005
2023-07-19,7601.38
2023-07-20,7227.15
2023-07-21,8407.62
2023-07-22,5855.91
2023-07-23,5612.26
2023-07-24,8852.22
2023-07-25,8143.75
2023-07-26,8268.56
2023-07-27,7994.63
2023-07-28,7228.06
2023-07-29,5504.01
2023-07-30,5402.34
2023-07-31,7596.04
2023-08-01,8055.9
2023-08-02,7642.35
2023-08-03,7229.39
2023-08-04,7211.45
2023-08-05,6047.54
2023-08-06,5540.54
2023-08-07,7618.31
2023-08-08,7115.38
2023-08-09,7344.77
2023-08-10,7839.4800000000005
2023-08-11,7840.94
2023-08-12,6043.07
2023-08-13,6453.08
2023-08-14,7247.16
2023-08-15,7563.48
2023-08-16,7387.56
2023-08-17,7259.12
2023-08-18,6904.7
2023-08-19,5747.46
2023-08-20,5483.98
2023-08-21,7575.78
2023-08-22,8156.43
2023-08-23,7139.41
2023-08-24,7914.76
2023-08-25,7543.68
2023-08-26,5637.06
2023-08-27,5384.22
2023-08-28,7511.68
2023-08-29,8069.89
2023-08-30,8156.35
2023-08-31,8318.960000000001
2023-09-01,7495.59
2023-09-02,5578.28
2023-09-03,5892.63
2023-09-04,7491.43
2023-09-05,8387.5
2023-09-06,7421.67
2023-09-07,7685.91
2023-09-08,7702.81
2023-09-09,5386.32
2023-09-10,5569.59
2023-09-11,7335.48
2023-09-12,8170.25
2023-09-13,7868.75
2023-09-14,7807.69
2023-09-15,7358.83
2023-09-16,6090.01
2023-09-17,5776.37
2023-09-18,8074.64
2023-09-19,6583.56
2023-09-20,6911.48
2023-09-21,7909.74
2023-09-22,7379.13
2023-09-23,5188.66
2023-09-24,6446.7
2023-09-25,7988.32
2023-09-26,7775.36
2023-09-27,8118.28
2023-09-28,8160.31
2023-09-29,7149.02
2023-09-30,5276.32
2023-10-01,5589.61
2023-10-02,7902.96
2023-10-03,7291.36
2023-10-04,7727.3
2023-10-05,6817.86
2023-10-06,6524.01
2023-10-07,5779.81
2023-10-08,5884.43
2023-10-09,7599.57
2023-10-10,7950.08
2023-10-11,7553.28
2023-10-12,6808.99
2023-10-13,7430.88
2023-10-14,5573.65
2023-10-15,5230.15
2023-10-16,7425.85
2023-10-17,7458.2
2023-10-18,6742.05
2023-10-19,7928.4
2023-10-20,8231.67
2023-10-21,5031.5
2023-10-22,5008.64
2023-10-23,7791.04
2023-10-24,8480.13
2023-10-25,8306.99
2023-10-26,7788.41
2023-10-27,7414.22
2023-10-28,5369.84
2023-10-29,5723.62
2023-10-30,8234.93
2023-10-31,7401.27
2023-11-01,8113.47
2023-11-02,7817.49
2023-11-03,7245.47
2023-11-04,5686.14
2023-11-05,6039.23
2023-11-06,8119.76
2023-11-07,7167.08
2023-11-08,7787.46
2023-11-09,8018.55
2023-11-10,7615.9
2023-11-11,6335.44
2023-11-12,5920.62
2023-11-13,8063.95
2023-11-14,7383.6
2023-11-15,7351.54
2023-11-16,8032.9800000000005
2023-11-17,7394.02
2023-11-18,5618.71
2023-11-19,5651.93
2023-11-20,7140.03
2023-11-21,7229.02
2023-11-22,7275.62
2023-11-23,7159.45
2023-11-24,7727.67
2023-11-25,6220.92
2023-11-26,5643.97
2023-11-27,7653.83
2023-11-28,7109.18
2023-11-29,7744.5
2023-11-30,7749.87
2023-12-01,8229.56
2023-12-02,5367.71
2023-12-03,5310.87
2023-12-04,8358.12
2023-12-05,7919.32
2023-12-06,8186.45
2023-12-07,7914.86
2023-12-08,7644.35
2023-12-09,6084.19
2023-12-10,5719.54
2023-12-11,7169.13
2023-12-12,8788.52
2023-12-13,7026.43
2023-12-14,8110.06
2023-12-15,7974.71
2023-12-16,5571.98
2023-12-17,5548.23
2023-12-18,7790.84
2023-12-19,7326.39
2023-12-20,7489.85
2023-12-21,7044.95
2023-12-22,7173.4
2023-12-23,6057.83
2023-12-24,5573.13
2023-12-25,7598.38
2023-12-26,7526.2699999999995
2023-12-27,7866.9
2023-12-28,8162.4400000000005
2023-12-29,8009.41
2023-12-30,4753.81
2023-12-31,5552.37
2024-01-01,13735.39
2024-01-02,13309.06
2024-01-03,14038.36
2024-01-04,13381.68
2024-01-05,12524.9
2024-01-06,9923.47
2024-01-07,9510.07
2024-01-08,13248.99
2024-01-09,13481.56
2024-01-10,13157.91
2024-01-11,13112.3
2024-01-12,13943.52
2024-01-13,10158.93
2024-01-14,10023.77
2024-01-15,13215.5
2024-01-16,13196.72
2024-01-17,13024.81
2024-01-18,13111.1
2024-01-19,12959.84
2024-01-20,10089.92
2024-01-21,9953.08
2024-01-22,13180.039999999999
2024-01-23,13676.36
2024-01-24,14364.63
2024-01-25,13828.17
2024-01-26,13348.460000000001
2024-01-27,10018.65
2024-01-28,9475.68
2024-01-29,14327.539999999999
2024-01-30,13867.91
2024-01-31,13458.6
2024-02-01,13277.57
2024-02-02,14037.84
2024-02-03,9911.75
2024-02-04,9764.97
2024-02-05,13077.92
2024-02-06,13976.6
2024-02-07,14896.06
2024-02-08,13839.87
2024-02-09,13354.5
2024-02-10,9862.1
2024-02-11,9804.66
2024-02-12,12771.85
2024-02-13,13608.42
2024-02-14,13332.46
2024-02-15,14434.26
2024-02-16,14237.74
2024-02-17,9432.5
2024-02-18,9374.03
2024-02-19,13146.36
2024-02-20,13639.81
2024-02-21,13543.95
2024-02-22,13873.34
2024-02-23,14010.4
2024-02-24,10134.789999999999
2024-02-25,9865.26
2024-02-26,13988.17
2024-02-27,13161.04
2024-02-28,12985.539999999999
2024-02-29,14321.72
2024-03-01,13638.52
2024-03-02,9312.97
2024-03-03,9545.47
2024-03-04,12713.99
2024-03-05,12734.710000000001
2024-03-06,13613.03
2024-03-07,13708.71
2024-03-08,13217.33
2024-03-09,9819.61
2024-03-10,9339.81
2024-03-11,13384.35
2024-03-12,14373.42
2024-03-13,13369.49
2024-03-14,13185.07
2024-03-15,13170.23
2024-03-16,8823.24
2024-03-17,9124.67
2024-03-18,13268.09
2024-03-19,13343.76
2024-03-20,13781.44
2024-03-21,13607.96
2024-03-22,14020.51
2024-03-23,9235.57
2024-03-24,10356.210000000001
2024-03-25,12390.210000000001
2024-03-26,13216.77
2024-03-27,13439.81
2024-03-28,14347.07
2024-03-29,13333.64
2024-03-30,10095.59
2024-03-31,9835.92
2024-04-01,12925.14
2024-04-02,13437.63
2024-04-03,13087.91
2024-04-04,13397.54
2024-04-05,13287.39
2024-04-06,9676.85
2024-04-07,9657.73
2024-04-08,13370.93
2024-04-09,13574.69
2024-04-10,13232.58
2024-04-11,14206.92
2024-04-12,13498.01
2024-04-13,9170.86
2024-04-14,9716.31
2024-04-15,13507.03
2024-04-16,13409.22
2024-04-17,12053.0
2024-04-18,13669.53
2024-04-19,14415.41
2024-04-20,9925.58
2024-04-21,8958.61
2024-04-22,13048.32
2024-04-23,14286.87
2024-04-24,13665.27
2024-04-25,13673.63
2024-04-26,13398.57
2024-04-27,10059.56
2024-04-28,10123.15
2024-04-29,12976.72
2024-04-30,13326.57
2024-05-01,13347.41
2024-05-02,14088.88
2024-05-03,13525.26
2024-05-04,9933.76
2024-05-05,9360.1
2024-05-06,13479.22
2024-05-07,12823.64
2024-05-08,14400.19
2024-05-09,14287.76
2024-05-10,12730.88
2024-05-11,10105.22
2024-05-12,10092.47
2024-05-13,14107.71
2024-05-14,12156.24
2024-05-15,14084.87
2024-05-16,13502.03
2024-05-17,13555.11
2024-05-18,10144.88
2024-05-19,10473.68
2024-05-20,13576.24
2024-05-21,14021.93
2024-05-22,13318.76
2024-05-23,13000.32
2024-05-24,13720.68
2024-05-25,10251.13
2024-05-26,10312.47
2024-05-27,13193.98
2024-05-28,13485.47
2024-05-29,13980.43
2024-05-30,12509.39
2024-05-31,12942.86
2024-06-01,9953.75
2024-06-02,10397.98
2024-06-03,14049.25
2024-06-04,13189.27
2024-06-05,14510.02
2024-06-06,13656.49
2024-06-07,15076.17
2024-06-08,9949.08
2024-06-09,9725.62
2024-06-10,13687.16
2024-06-11,12571.81
2024-06-12,13553.99
2024-06-13,13850.34
2024-06-14,13485.25
2024-06-15,10524.99
2024-06-16,10395.76
2024-06-17,13152.44
2024-06-18,13700.16
2024-06-19,12828.68
2024-06-20,14148.69
2024-06-21,14078.01
2024-06-22,10041.26
2024-06-23,9953.27
2024-06-24,14212.0
2024-06-25,13202.89
2024-06-26,12647.65
2024-06-27,12753.35
2024-06-28,13250.97
2024-06-29,10231.21
2024-06-30,10052.5
2024-07-01,13602.84
2024-07-02,12661.96
2024-07-03,13891.72
2024-07-04,13514.31
2024-07-05,13364.13
2024-07-06,10215.14
2024-07-07,10235.39
2024-07-08,13654.49
2024-07-09,12555.710000000001
2024-07-10,14002.64
2024-07-11,12856.42
2024-07-12,14300.22
2024-07-13,9772.52
2024-07-14,9727.94
2024-07-15,13184.43
2024-07-16,13066.52
2024-07-17,12565.18
2024-07-18,12596.14
2024-07-19,12775.06
2024-07-20,9714.86
2024-07-21,9781.03
2024-07-22,14046.57
2024-07-23,14030.9
2024-07-24,13306.73
2024-07-25,13661.36
2024-07-26,12193.84
2024-07-27,10272.44
2024-07-28,10411.95
2024-07-29,13644.46
2024-07-30,12952.65
2024-07-31,13600.45
2024-08-01,13459.93
2024-08-02,14188.2
2024-08-03,9849.83
2024-08-04,10258.63
2024-08-05,13304.39
2024-08-06,13033.75
2024-08-07,12853.87
2024-08-08,13999.51
2024-08-09,13279.8
2024-08-10,8989.76
2024-08-11,9746.55
2024-08-12,13413.36
2024-08-13,13575.54
2024-08-14,13612.68
2024-08-15,13120.59
2024-08-16,12738.79
2024-08-17,9565.35
2024-08-18,10391.51
2024-08-19,13613.66
2024-08-20,13411.11
2024-08-21,13535.52
2024-08-22,13497.82
2024-08-23,13529.6
2024-08-24,9563.6
2024-08-25,9572.09
2024-08-26,14310.73
2024-08-27,13153.34
2024-08-28,13415.65
2024-08-29,12565.91
2024-08-30,13231.53
2024-08-31,9284.61
2024-09-01,9150.76
2024-09-02,13600.16
2024-09-03,14902.05
2024-09-04,12900.0
2024-09-05,12936.79
2024-09-06,13402.79
2024-09-07,10448.83
2024-09-08,10295.05
2024-09-09,13309.87
2024-09-10,13487.13
2024-09-11,12839.28
2024-09-12,14137.08
2024-09-13,13851.96
2024-09-14,9806.37
2024-09-15,10045.86
2024-09-16,12459.32
2024-09-17,13807.81
2024-09-18,12805.76
2024-09-19,12811.52
2024-09-20,13724.25
2024-09-21,9491.14
2024-09-22,9806.14
2024-09-23,13466.75
2024-09-24,13509.94
2024-09-25,13648.35
2024-09-26,13446.48
2024-09-27,13884.55
2024-09-28,9770.29
2024-09-29,10091.43
2024-09-30,12578.16
2024-10-01,15087.29
2024-10-02,13742.3
2024-10-03,12467.49
2024-10-04,13943.25
2024-10-05,9697.5
2024-10-06,9306.21
2024-10-07,13364.2
2024-10-08,13408.36
2024-10-09,13366.87
2024-10-10,14511.15
2024-10-11,13272.05
2024-10-12,9711.11
2024-10-13,10569.48
2024-10-14,13456.88
2024-10-15,12992.96
2024-10-16,14448.6
2024-10-17,14358.14
2024-10-18,13046.58
2024-10-19,10138.5
2024-10-20,9761.67
2024-10-21,12279.91
2024-10-22,12857.01
2024-10-23,13896.97
2024-10-24,13514.3
2024-10-25,14373.710000000001
2024-10-26,9154.03
2024-10-27,9211.09
2024-10-28,13756.67
2024-10-29,12833.23
2024-10-30,14740.54
2024-10-31,12396.04
2024-11-01,13670.53
2024-11-02,10165.39
2024-11-03,10311.64
2024-11-04,13180.81
2024-11-05,13334.63
2024-11-06,12936.85
2024-11-07,14116.35
2024-11-08,13740.22
2024-11-09,9838.49
2024-11-10,9474.59
2024-11-11,12656.34
2024-11-12,13356.18
2024-11-13,14059.55
2024-11-14,12468.26
2024-11-15,13916.89
2024-11-16,10015.96
2024-11-17,10251.14
2024-11-18,13533.33
2024-11-19,12578.6
2024-11-20,13639.92
2024-11-21,13396.52
2024-11-22,12827.61
2024-11-23,9444.52
2024-11-24,10073.7
2024-11-25,12763.08
2024-11-26,14057.37
2024-11-27,13621.35
2024-11-28,12351.0
2024-11-29,14143.77
2024-11-30,10738.89
2024-12-01,9040.51
2024-12-02,12391.41
2024-12-03,13092.63
2024-12-04,13463.66
2024-12-05,13577.22
2024-12-06,13948.41
2024-12-07,10234.51
2024-12-08,9673.46
2024-12-09,13908.85
2024-12-10,15097.38
2024-12-11,13654.37
2024-12-12,13077.36
2024-12-13,13060.1
2024-12-14,10047.23
2024-12-15,9587.37
2024-12-16,13371.53
2024-12-17,14261.57
2024-12-18,13763.62
2024-12-19,13550.54
2024-12-20,13963.63
2024-12-21,9932.1
2024-12-22,9946.75
2024-12-23,13564.88
2024-12-24,14124.56
2024-12-25,13164.64
2024-12-26,13060.18
2024-12-27,13404.83
2024-12-28,10427.3
2024-12-29,9983.71
2024-12-30,13024.44
2024-12-31,14444.92
